,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,HeavyAtomMolWt,MaxPartialCharge,MinPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi2v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,PEOE_VSA1,PEOE_VSA10,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,FractionCSP3,NHOHCount,NumAliphaticRings,NumAromaticRings,NumHAcceptors,NumHeteroatoms,NumRotatableBonds,RingCount,MolLogP,fr_C_O,fr_C_O_noCOO,fr_NH0,fr_benzene,fr_bicyclic,fr_ether,fr_halogen
sample_11,-0.837962962962963,9.729722222222222,0.05555555555555558,0.5087258571750183,94.04899999999998,0.3044060323785823,-0.4811875078959282,2.0,2.4285714285714284,2.4285714285714284,3.126006652390634,70.09004635215048,1.5751465726479972,0.27543757635280286,0.27543757635280286,-0.5700000000000001,19.093583929800843,6.43,2.5774208427157883,5.43,10.84019487200289,0.0,5.969305287951849,4.794537184071822,0.0,0.0,6.923737199690624,6.041840829147961,6.4208216229260096,9.901064578912528,5.969305287951849,0.0,5.733667477162185,19.386399651764595,0.0,0.0,0.0,5.733667477162185,0.0,0.0,17.117673511940517,4.794537184071822,0.0,13.344558822616634,0.0,63.32000000000001,5.969305287951849,4.794537184071822,12.462662452073971,0.0,0.0,0.0,6.923737199690624,0.0,0.0,10.84019487200289,0.0,9.729722222222222,8.00388888888889,5.1125,-0.837962962962963,-0.22453703703703742,0.05555555555555558,1.6608333333333334,0.75,3,0,0,2,3,2,0,-0.19170000000000004,1,0,0,0,0,0,0
sample_12,1.1388888888888888,3.2222222222222223,1.1388888888888888,0.4022372466625182,76.05799999999999,0.0077229764777765044,-0.31420575344972834,0.6666666666666666,1.0,1.1666666666666667,2.0,21.019550008653873,1.4999999999999998,0.6035533905932735,0.6035533905932735,-0.08,34.3994618804395,4.088918918918919,2.157216946676406,0.9536924762600438,10.633577208012662,0.0,0.0,0.0,0.0,0.0,0.0,26.1790256236503,0.0,0.0,0.0,10.633577208012662,0.0,0.0,26.1790256236503,0.0,0.0,10.633577208012662,0.0,0.0,26.1790256236503,0.0,0.0,0.0,0.0,24.06,0.0,0.0,0.0,0.0,26.1790256236503,0.0,0.0,0.0,10.633577208012662,0.0,0.0,0.0,6.444444444444445,0.0,0.0,0.0,0.0,4.555555555555555,1.0,2,1,0,2,2,0,1,-0.8208,0,0,0,0,0,0,0
sample_13,1.25,3.2847222222222223,1.25,0.4576362279207808,74.062,-0.004891140011689818,-0.3167325809905548,0.8333333333333334,1.5,1.6666666666666667,2.0,19.40990953421706,1.810660171779821,0.8017766952966366,0.8017766952966366,-0.04,34.3994618804395,4.127785234899329,2.189674338993739,0.9767560019818928,5.316788604006331,0.0,0.0,0.0,0.0,6.4208216229260096,25.93115605767717,0.0,0.0,0.0,0.0,5.316788604006331,0.0,19.26246486877803,13.08951281182515,0.0,0.0,5.316788604006331,0.0,0.0,13.08951281182515,0.0,0.0,19.26246486877803,0.0,12.03,0.0,0.0,0.0,0.0,0.0,32.351977680603184,0.0,0.0,5.316788604006331,0.0,0.0,0.0,3.2847222222222223,0.0,0.0,0.0,4.215277777777778,2.5,1.0,1,1,0,1,1,0,1,0.7599,0,0,0,0,0,0,0
sample_14,0.25925925925925974,8.592222222222222,0.25925925925925974,0.5163288713332986,90.06099999999999,0.11814624255681688,-0.5078495316154672,1.2857142857142858,1.8571428571428572,2.142857142857143,3.0214653097240864,138.00750422530467,1.2054124852471193,0.34404521488699175,0.34404521488699175,-1.05,47.19725257297226,4.118067226890756,1.598931214740438,0.8918249573003468,5.106527394840706,5.749511833283905,0.0,4.9839785209472085,0.0,0.0,12.13273413692322,12.393687143226153,0.0,5.106527394840706,0.0,4.9839785209472085,0.0,0.0,0.0,24.52642128014937,5.749511833283905,0.0,0.0,0.0,10.090505915787915,0.0,0.0,0.0,24.52642128014937,33.120000000000005,0.0,0.0,5.749511833283905,0.0,0.0,24.52642128014937,0.0,0.0,4.9839785209472085,5.106527394840706,0.0,3.6855555555555553,8.592222222222222,0.0,0.25925925925925974,3.0555555555555554,3.074074074074074,0.0,0.0,1,0,1,2,2,0,1,0.7871999999999999,0,0,1,0,0,0,0
sample_15,0.07175925925925974,8.52111111111111,0.07175925925925974,0.5163288713332986,90.06099999999999,0.21015566558905838,-0.49326844778508183,1.4285714285714286,2.2857142857142856,2.5714285714285716,3.0214653097240864,138.00750422530467,1.1879363792471451,0.35374502984485195,0.35374502984485195,-1.05,47.19725257297226,4.118067226890756,1.598931214740438,0.8918249573003468,5.106527394840706,0.0,0.0,0.0,4.9839785209472085,6.06636706846161,6.06636706846161,12.263210640074686,0.0,5.106527394840706,0.0,4.9839785209472085,0.0,0.0,0.0,24.395944776997908,5.879988336435371,0.0,0.0,0.0,10.090505915787915,0.0,0.0,0.0,24.395944776997908,33.120000000000005,0.0,0.0,5.879988336435371,0.0,0.0,12.263210640074686,12.13273413692322,0.0,4.9839785209472085,5.106527394840706,0.0,3.5347222222222223,8.52111111111111,0.0,0.07175925925925974,5.002037037037037,1.537037037037037,0.0,0.0,1,0,1,2,2,0,1,0.7871999999999999,0,0,1,0,0,0,0
sample_16,-0.9479166666666663,9.78786186696901,0.06319444444444455,0.5774203601545895,124.05099999999997,0.30285579064841917,-0.48123022797558823,1.0,1.3333333333333333,1.5555555555555556,3.1028259423155773,104.12640240679957,1.6410304770399802,0.39083979795414375,0.39083979795414375,-1.06,65.1469510314125,7.939999999999999,3.884108521721475,6.9399999999999995,10.213054789681411,0.0,11.938610575903699,9.589074368143644,0.0,0.0,6.4208216229260096,12.841643245852019,0.0,19.802129157825057,11.938610575903699,0.0,0.0,19.26246486877803,0.0,0.0,0.0,0.0,0.0,0.0,22.15166536558511,9.589074368143644,0.0,19.26246486877803,0.0,74.6,11.938610575903699,9.589074368143644,19.26246486877803,0.0,0.0,0.0,0.0,0.0,0.0,10.213054789681411,0.0,19.57572373393802,16.066868858654573,0.0,-1.8958333333333326,0.0,0.08657407407407369,0.0,0.6,2,0,0,2,4,4,0,0.32590000000000025,2,0,0,0,0,0,0
sample_17,0.9131944444444444,5.098194444444444,0.9131944444444444,0.4238893295863885,90.06099999999998,0.05935009782049656,-0.37879317645966615,1.2857142857142858,1.8571428571428572,2.142857142857143,2.1229179499593664,50.041843979966416,1.9156483609794073,0.6546385470731716,0.6546385470731716,-0.08,47.19725257297226,5.0645086705202305,2.28455463728191,1.4502520151005,9.636772684650527,0.0,0.0,0.0,0.0,0.0,7.04767198267719,13.08951281182515,13.213763929025836,4.736862953800049,0.0,4.899909730850478,0.0,0.0,33.35094872352818,0.0,0.0,0.0,0.0,0.0,38.25085845437866,4.736862953800049,0.0,0.0,0.0,12.47,0.0,0.0,0.0,0.0,26.303276740850986,0.0,0.0,0.0,11.947581713527669,4.736862953800049,5.098194444444444,2.267361111111111,0.0,0.0,0.0,0.0,0.0,4.020833333333334,1.0,0,1,0,2,2,0,1,-0.05160000000000009,0,0,1,0,0,1,0
sample_18,-0.7453703703703705,9.368055555555555,0.7453703703703705,0.42986182098555975,70.027,0.40370813948805445,-0.45303413111760893,2.0,2.2,2.2,2.847378923087672,42.91260938324327,0.5231597389607808,0.0,0.0,-0.73,9.65148445440323,4.269999999999999,1.575810397553516,3.2699999999999974,10.470530430962235,0.0,6.093240070938415,0.0,4.794537184071822,0.0,0.0,0.0,7.109797541277533,9.53140013787187,6.093240070938415,0.0,5.733667477162185,0.0,7.109797541277533,0.0,0.0,5.733667477162185,4.794537184071822,0.0,13.203037612215947,4.736862953800049,0.0,0.0,0.0,52.32,6.093240070938415,4.794537184071822,0.0,0.0,0.0,7.109797541277533,0.0,0.0,10.470530430962235,0.0,3.888888888888889,9.368055555555555,0.0,4.430555555555555,0.0,0.0,-0.7453703703703705,0.0,0.5,2,0,0,2,3,0,0,-0.2884999999999999,1,1,0,0,0,1,0
sample_19,0.03472222222222254,10.581944444444444,0.03472222222222254,0.4719138439954858,102.07199999999997,0.2497373855241853,-0.31860997291275567,1.5,2.25,2.625,3.3466073908691203,225.97018649302458,1.6497808449859903,0.5076931850911338,0.5076931850911338,-1.05,72.49526582754562,5.09388489208633,1.8200415093161888,0.780105300371203,4.567099647791355,0.0,0.0,4.794537184071822,0.0,6.06636706846161,6.06636706846161,19.310882622751876,0.0,0.0,0.0,4.567099647791355,7.04767198267719,0.0,0.0,34.749748856121734,0.0,5.559266895052007,0.0,0.0,4.567099647791355,7.04767198267719,0.0,0.0,29.190481961069725,22.0,0.0,4.794537184071822,5.559266895052007,0.0,0.0,10.633466716252965,19.310882622751876,6.06636706846161,0.0,0.0,1.5277777777777777,10.581944444444444,0.0,0.03472222222222254,0.0,5.073148148148148,1.724537037037037,0.0,0.16666666666666666,0,0,1,2,2,0,1,0.38529999999999986,0,0,1,0,0,0,0
sample_20,-0.9799382716049381,9.23611111111111,0.3055555555555556,0.47506028015545126,91.473,0.31793644218012207,-0.4803542522396578,2.0,2.2,2.2,2.8473789230876716,42.91260938324327,0.7946304060919898,0.0,0.0,-0.24000000000000005,9.65148445440323,4.76,2.0259574468085106,3.759999999999999,5.106527394840706,5.880003444970339,5.969305287951849,4.794537184071822,0.0,0.0,0.0,0.0,0.0,9.901064578912528,17.570245178184365,0.0,0.0,0.0,5.880003444970339,0.0,0.0,0.0,0.0,11.600939890232516,16.955836127762893,4.794537184071822,0.0,0.0,0.0,37.3,5.969305287951849,4.794537184071822,5.880003444970339,0.0,0.0,0.0,0.0,0.0,0.0,16.70746728507322,0.0,9.23611111111111,7.590277777777778,0.0,-1.2854938271604937,0.0,0.0,0.0,0.5,1,0,0,1,3,1,0,0.3098,1,0,0,0,0,0,1
sample_21,-0.7106481481481481,9.599305555555556,0.3564814814814814,0.4950193943469449,82.038,0.4039758342451568,-0.4500081277705684,2.0,2.5,2.5,2.831257109931365,52.75488750216347,0.7520482956210687,0.14225889843221234,0.14225889843221234,-0.73,14.834466856136647,5.27,2.504192037470726,3.2699999999999982,10.470530430962235,0.0,6.093240070938415,0.0,4.794537184071822,0.0,6.923737199690624,0.0,6.606881964512918,9.53140013787187,6.093240070938415,0.0,5.733667477162185,6.923737199690624,6.606881964512918,0.0,0.0,5.733667477162185,4.794537184071822,0.0,12.700122035451333,4.736862953800049,0.0,6.923737199690624,0.0,52.32,6.093240070938415,4.794537184071822,0.0,6.606881964512918,0.0,0.0,6.923737199690624,0.0,10.470530430962235,0.0,4.180555555555555,9.599305555555556,0.0,4.541805555555555,0.0,0.0,-0.7106481481481481,2.055648148148148,0.6666666666666666,2,0,0,2,3,1,0,0.10160000000000025,1,1,0,0,0,1,0
sample_22,-0.1976388888888887,10.995231481481483,0.1976388888888887,0.5139158149125916,142.093,0.3342236541189761,-0.4656243715937133,1.7272727272727273,2.4545454545454546,3.0,2.573324204324121,186.53107956171817,2.7474023219919683,1.1725466412472951,1.1725466412472951,-0.8300000000000001,328.9915143024319,8.268328416912487,3.5289206965279107,2.048502439285113,9.636772684650527,0.0,5.969305287951849,0.0,4.794537184071822,6.076020106833881,13.4684936056032,18.662617341894418,7.109797541277533,9.53140013787187,5.969305287951849,4.899909730850478,0.0,6.4208216229260096,27.246982335779876,11.64912463690315,0.0,0.0,0.0,0.0,38.1161973545822,9.53140013787187,0.0,6.4208216229260096,11.64912463690315,29.54,0.0,4.794537184071822,5.969305287951849,6.544756405912575,18.53868255890785,7.109797541277533,0.0,13.12369208951107,9.636772684650527,0.0,4.604120370370371,13.098657407407408,0.0,0.7789351851851853,-0.1976388888888887,0.0,2.895601851851852,1.7432218442932728,0.625,0,1,0,3,3,1,1,0.4213,1,1,1,0,0,1,0
sample_23,0.08796296296296324,8.653055555555556,0.08796296296296324,0.5245841402909771,104.06399999999998,0.1187636737862982,-0.5078233297968214,1.0,1.5,1.75,3.077660437970554,166.38833891467198,1.5198521031882708,0.4930306101328478,0.4930306101328478,-1.1800000000000002,64.0524865010122,4.966627565982405,1.7381205361963379,0.9041418956093399,10.213054789681411,11.49902366656781,0.0,0.0,0.0,6.06636706846161,12.13273413692322,6.06636706846161,0.0,10.213054789681411,0.0,0.0,0.0,0.0,0.0,24.26546827384644,11.49902366656781,0.0,0.0,0.0,10.213054789681411,0.0,0.0,0.0,24.26546827384644,40.46,0.0,0.0,11.49902366656781,0.0,0.0,18.19910120538483,6.06636706846161,0.0,0.0,10.213054789681411,0.0,0.0,17.30611111111111,0.0,0.1759259259259267,5.851296296296296,0.0,0.0,0.0,2,0,1,2,2,0,1,1.0977999999999999,0,0,0,1,0,0,0
sample_24,1.75,3.7847222222222223,1.75,0.4531479654842905,74.062,0.02672876829526118,-0.264736970888988,0.8333333333333334,1.5,1.6666666666666667,3.000000000000001,75.86113958768547,1.024563864689584,0.31260202740993526,0.31260202740993526,-0.8500000000000001,34.3994618804395,3.3441747572815532,1.5525827127910268,0.5490008483363183,0.0,0.0,0.0,4.9839785209472085,0.0,6.06636706846161,12.13273413692322,12.393687143226153,0.0,0.0,0.0,4.9839785209472085,0.0,0.0,0.0,30.592788348610984,0.0,0.0,0.0,0.0,4.9839785209472085,0.0,0.0,0.0,30.592788348610984,12.89,0.0,0.0,0.0,0.0,0.0,0.0,12.393687143226153,18.19910120538483,4.9839785209472085,0.0,0.0,3.7847222222222223,0.0,0.0,0.0,5.715277777777778,3.5,0.0,0.0,0,0,1,1,1,0,1,1.0816,0,0,1,0,0,0,0
sample_25,0.6747685185185184,3.3194444444444446,0.6747685185185184,0.4313239569073891,88.069,0.016423873231274904,-0.31393140101462563,1.4285714285714286,2.2857142857142856,2.5714285714285716,2.1229179499593664,48.041843979966416,2.0592958607544705,0.7976939784211725,0.7976939784211725,-0.08,47.19725257297226,5.0645086705202305,2.28455463728191,1.4502520151005,10.633577208012662,0.0,0.0,0.0,0.0,0.0,6.923737199690624,25.676110046885686,0.0,0.0,0.0,10.633577208012662,0.0,12.965578028838586,19.634269217737724,0.0,0.0,10.633577208012662,0.0,0.0,25.676110046885686,0.0,0.0,6.923737199690624,0.0,24.06,0.0,0.0,0.0,6.041840829147961,19.634269217737724,0.0,0.0,0.0,17.557314407703284,0.0,0.0,0.0,6.591435185185185,0.0,0.0,0.6747685185185184,0.0,5.56712962962963,1.0,2,1,0,2,2,0,1,-0.4323000000000001,0,0,0,0,0,0,0
sample_26,-2.168009259259259,9.24337962962963,0.3241203703703701,0.29017819335208067,168.05999999999997,0.21826469096464507,-0.39065918020808504,1.3333333333333333,1.9166666666666667,2.4166666666666665,2.7058374892118104,162.11730005192322,2.816708821999753,1.0300760802952171,1.0300760802952171,-0.24000000000000002,431.76987062541605,9.845034013605442,3.249570651732814,1.4458176247293526,30.269499928003576,18.31189916324491,0.0,0.0,0.0,0.0,0.0,0.0,13.213763929025836,30.269499928003576,0.0,0.0,0.0,24.099010315815505,13.213763929025836,0.0,0.0,0.0,0.0,0.0,62.84541121904486,4.736862953800049,0.0,0.0,0.0,110.38000000000001,30.70589228032842,5.106527394840706,6.606881964512918,0.0,0.0,0.0,0.0,0.0,4.736862953800049,20.426109579362823,4.555092592592593,0.0,44.97243055555555,0.0,-2.168009259259259,0.0,-4.450023148148149,-1.1594907407407407,1.0,5,1,0,6,6,1,1,-3.2197999999999998,0,0,0,0,0,1,0
sample_27,-0.07638888888888862,8.66925925925926,0.0763888888888884,0.49072766890152064,104.06399999999998,0.15688318072542773,-0.5042601246702529,0.875,1.25,1.5,3.134861511345448,162.63833891467198,1.4887143348850371,0.4641630966733666,0.4641630966733666,-1.1800000000000002,72.49526582754562,4.966627565982405,1.7381205361963379,0.7293748574130688,10.213054789681411,0.0,0.0,0.0,0.0,12.13273413692322,12.13273413692322,0.0,0.0,10.213054789681411,0.0,0.0,0.0,0.0,0.0,24.26546827384644,11.49902366656781,0.0,0.0,0.0,10.213054789681411,0.0,0.0,0.0,24.26546827384644,40.46,0.0,0.0,11.49902366656781,0.0,0.0,12.13273413692322,12.13273413692322,0.0,0.0,10.213054789681411,0.0,0.0,17.33851851851852,0.0,-0.152777777777777,6.147592592592593,0.0,0.0,0.0,2,0,1,2,2,0,1,1.0977999999999999,0,0,0,1,0,0,0
