,t1 (mode),t2 (mode)
sample_114,-0.7241379310344828,0.9310344827586207
sample_115,-0.5862068965517241,-0.7931034482758621
sample_116,-0.5172413793103449,-1.0
sample_117,-0.5172413793103449,-1.0
sample_118,-0.5172413793103449,-1.0
sample_119,-0.5172413793103449,-1.0
sample_120,-0.5172413793103449,-1.0
sample_121,-0.7931034482758621,0.5172413793103449
sample_122,-0.7931034482758621,-1.0
sample_123,-0.8620689655172413,0.7931034482758621
sample_124,-0.5172413793103449,-1.0
sample_125,-0.5172413793103449,-1.0
sample_126,-0.5172413793103449,0.3103448275862069
sample_127,-0.5862068965517241,0.5862068965517241
sample_128,-0.4482758620689655,-0.4482758620689655
sample_129,-0.5862068965517241,0.2413793103448276
sample_130,-0.5862068965517241,0.2413793103448276
sample_131,-0.5862068965517241,0.2413793103448276
sample_132,-0.4482758620689655,-0.034482758620689655
sample_133,-0.4482758620689655,-0.034482758620689655
sample_134,-0.7241379310344828,0.9310344827586207
sample_135,-0.7241379310344828,0.9310344827586207
sample_136,-0.2413793103448276,-1.0
sample_137,-0.3103448275862069,-1.0
sample_138,-0.2413793103448276,-1.0
sample_139,-0.3103448275862069,-1.0
sample_140,-0.3103448275862069,-1.0
sample_141,-0.3793103448275862,-0.3793103448275862
sample_142,-0.5172413793103449,0.3103448275862069
sample_143,-0.3793103448275862,-0.3793103448275862
sample_144,-0.2413793103448276,-0.4482758620689655
sample_145,-0.2413793103448276,-0.4482758620689655
sample_146,-0.5172413793103449,0.3103448275862069
sample_147,-0.4482758620689655,-0.034482758620689655
sample_148,-0.10344827586206896,-1.0
sample_149,-0.10344827586206896,-1.0
sample_150,-0.10344827586206896,-1.0
sample_151,-0.10344827586206896,-1.0
sample_152,-0.10344827586206896,-1.0
sample_153,-0.10344827586206896,-1.0
sample_154,-0.10344827586206896,-1.0
sample_155,-0.10344827586206896,-1.0
sample_156,-0.2413793103448276,-1.0
sample_157,-0.2413793103448276,-1.0
sample_158,-0.5862068965517241,1.0
sample_159,-0.2413793103448276,-1.0
sample_160,-0.10344827586206896,-1.0
sample_161,-0.10344827586206896,-1.0
sample_162,-0.2413793103448276,-1.0
sample_163,-0.2413793103448276,-1.0
sample_164,-0.2413793103448276,-1.0
sample_165,-0.2413793103448276,-1.0
sample_166,-0.7241379310344828,0.9310344827586207
sample_167,-0.2413793103448276,-0.034482758620689655
sample_168,-0.2413793103448276,-0.4482758620689655
sample_169,-0.3793103448275862,0.6551724137931034
sample_170,-0.2413793103448276,-0.4482758620689655
sample_171,-0.2413793103448276,-0.4482758620689655
sample_172,-0.2413793103448276,-0.4482758620689655
sample_173,-0.2413793103448276,-0.4482758620689655
sample_174,-0.2413793103448276,-0.4482758620689655
sample_175,-0.2413793103448276,-0.4482758620689655
sample_176,-0.2413793103448276,-0.4482758620689655
sample_177,-0.3793103448275862,0.6551724137931034
sample_178,-0.10344827586206896,-1.0
sample_179,0.10344827586206896,-1.0
sample_180,0.10344827586206896,-1.0
sample_181,-0.10344827586206896,-1.0
sample_182,-0.034482758620689655,1.0
sample_183,-0.10344827586206896,-0.4482758620689655
sample_184,-0.10344827586206896,-0.4482758620689655
sample_185,-0.10344827586206896,-0.4482758620689655
sample_186,-0.10344827586206896,-0.4482758620689655
sample_187,-0.10344827586206896,-0.4482758620689655
sample_188,-0.10344827586206896,-0.4482758620689655
sample_189,-0.10344827586206896,-0.4482758620689655
sample_190,0.10344827586206896,-1.0
sample_191,0.10344827586206896,-1.0
sample_192,-0.2413793103448276,1.0
sample_193,-0.034482758620689655,0.034482758620689655
sample_194,-0.034482758620689655,0.034482758620689655
sample_195,-0.034482758620689655,1.0
sample_196,0.10344827586206896,-0.4482758620689655
sample_197,0.3793103448275862,-1.0
sample_198,0.4482758620689655,-1.0
sample_199,0.4482758620689655,-1.0
sample_200,0.1724137931034483,-0.1724137931034483
sample_201,0.034482758620689655,0.5172413793103449
sample_202,0.1724137931034483,-0.1724137931034483
sample_203,0.6551724137931034,-1.0
sample_204,0.7241379310344828,-1.0
sample_205,0.3793103448275862,1.0
sample_206,1.0,-0.7931034482758621
sample_207,1.0,1.0
sample_208,1.0,-0.7931034482758621
sample_209,1.0,-0.1724137931034483
sample_210,1.0,1.0
sample_211,1.0,-0.7931034482758621
sample_212,1.0,1.0
sample_213,-0.8620689655172413,0.5172413793103449
sample_214,-1.0,-1.0
sample_215,-1.0,-1.0
sample_216,-1.0,0.5862068965517241
sample_217,-1.0,-0.10344827586206896
sample_218,-1.0,-1.0
sample_219,-0.7931034482758621,-1.0
sample_220,-0.7931034482758621,-1.0
sample_221,-1.0,-0.10344827586206896
sample_222,-1.0,0.6551724137931034
sample_223,-1.0,0.5862068965517241
sample_224,-1.0,-0.10344827586206896
sample_225,-1.0,-0.10344827586206896
sample_226,-1.0,-0.10344827586206896
sample_227,-0.7931034482758621,-0.7241379310344828
sample_228,-0.5862068965517241,-0.7931034482758621
sample_229,-0.7931034482758621,-0.7241379310344828
sample_230,-0.7931034482758621,-1.0
sample_231,-1.0,0.5862068965517241
sample_232,-0.8620689655172413,0.7931034482758621
sample_233,-0.8620689655172413,0.7931034482758621
sample_234,-0.8620689655172413,0.7931034482758621
sample_235,-0.5862068965517241,-0.7931034482758621
sample_236,-1.0,0.5862068965517241
sample_237,0.10344827586206896,-1.0
sample_238,-1.0,0.3103448275862069
sample_239,-1.0,0.3103448275862069
sample_240,-1.0,0.3103448275862069
sample_241,-0.7931034482758621,-0.7241379310344828
sample_242,-0.5862068965517241,-0.1724137931034483
sample_243,-0.5862068965517241,-0.7931034482758621
sample_244,-0.5862068965517241,-0.7931034482758621
sample_245,-0.5862068965517241,-0.7931034482758621
sample_246,-0.5862068965517241,-0.7931034482758621
sample_247,-0.5862068965517241,-0.7931034482758621
sample_248,-0.5862068965517241,-0.7931034482758621
sample_249,-0.5862068965517241,-0.7931034482758621
sample_250,-0.5862068965517241,-0.7931034482758621
sample_251,-1.0,0.5862068965517241
sample_252,-0.8620689655172413,0.7931034482758621
sample_253,-0.8620689655172413,0.7931034482758621
sample_254,-0.7241379310344828,0.9310344827586207
sample_255,-0.7241379310344828,0.9310344827586207
sample_256,-0.7241379310344828,0.9310344827586207
sample_257,-0.7241379310344828,0.9310344827586207
sample_258,-0.7931034482758621,-1.0
sample_259,-1.0,0.5862068965517241
sample_260,-1.0,0.5862068965517241
sample_261,-1.0,0.5862068965517241
sample_262,-1.0,0.5862068965517241
sample_263,-1.0,0.5862068965517241
sample_264,-0.8620689655172413,0.5172413793103449
sample_265,-0.8620689655172413,0.7931034482758621
sample_266,-0.5172413793103449,-1.0
sample_267,-1.0,0.3103448275862069
sample_268,-1.0,0.3103448275862069
sample_269,-1.0,-0.10344827586206896
sample_270,-0.5862068965517241,-0.7931034482758621
sample_271,-0.8620689655172413,0.7931034482758621
sample_272,-0.8620689655172413,0.7931034482758621
sample_273,-0.7241379310344828,0.9310344827586207
sample_274,-0.5172413793103449,-1.0
sample_275,-0.5862068965517241,0.2413793103448276
sample_276,-0.4482758620689655,-0.034482758620689655
sample_277,-0.5172413793103449,-1.0
sample_278,-0.2413793103448276,-1.0
sample_279,-0.3103448275862069,-1.0
sample_280,-0.2413793103448276,-0.4482758620689655
sample_281,-0.2413793103448276,-1.0
sample_282,-0.3793103448275862,0.6551724137931034
sample_283,-0.034482758620689655,1.0
sample_284,-0.10344827586206896,-0.4482758620689655
sample_285,-0.10344827586206896,-0.4482758620689655
sample_286,0.10344827586206896,-1.0
sample_287,0.10344827586206896,-1.0
sample_288,0.10344827586206896,-0.4482758620689655
sample_289,0.1724137931034483,-0.1724137931034483
sample_290,1.0,-0.7931034482758621
sample_291,-0.7931034482758621,-1.0
sample_292,-0.7931034482758621,-1.0
sample_293,-0.5862068965517241,-0.1724137931034483
sample_294,-0.7241379310344828,0.9310344827586207
