"",SlogP_VSA12,NumValenceElectrons,NHOHCount,Chi2n,Chi1v,MaxPartialCharge,MolWt,TPSA,Chi3v,NumAromaticCarbocycles,fr_ether,MinPartialCharge,VSA_EState3,MaxEStateIndex,fr_NH0,MolLogP,NumAromaticRings,NumHAcceptors,Chi0n,VSA_EState1,NumRotatableBonds,fr_bicyclic,RingCount,FractionCSP3,fr_C_O_noCOO,EState_VSA8,SMR_VSA3,NumHeteroatoms,SlogP_VSA4,NumAliphaticRings,SMR_VSA4,VSA_EState2,VSA_EState4,EState_VSA9,SlogP_VSA6,SlogP_VSA3,EState_VSA4,fr_C_O,fr_halogen,SMR_VSA5,SlogP_VSA5,MinAbsEStateIndex,EState_VSA6,VSA_EState5,SlogP_VSA2,VSA_EState7,FpDensityMorgan3,SMR_VSA9,VSA_EState8,EState_VSA2,PEOE_VSA2,EState_VSA10,PEOE_VSA7,MinEStateIndex,qed,Ipc,EState_VSA5,PEOE_VSA6,PEOE_VSA9,SMR_VSA10,EState_VSA3,PEOE_VSA1,PEOE_VSA14,PEOE_VSA3,EState_VSA1,FpDensityMorgan2,SMR_VSA1,SMR_VSA6,EState_VSA7,BalabanJ,BertzCT,Kappa2,Kappa3,PEOE_VSA10,FpDensityMorgan1,PEOE_VSA8,SlogP_VSA10,SlogP_VSA1,VSA_EState6,HallKierAlpha,Kappa1,SMR_VSA7
sample_11,0.0,42,3,1.5751465726479972,2.1002162265620066,0.3044060323785823,103.12099999999998,63.32000000000001,0.49659570168055045,0,0,-0.4811875078959282,8.00388888888889,9.729722222222222,0,-0.19170000000000004,0,2,4.21726920552962,0.0,2,0,0,0.75,0,0.0,0.0,3,0.0,0,5.733667477162185,9.729722222222222,5.1125,10.84019487200289,0.0,4.794537184071822,0.0,1,0,19.386399651764595,13.344558822616634,0.05555555555555558,6.923737199690624,-0.837962962962963,17.117673511940517,0.05555555555555558,2.4285714285714284,0.0,1.6608333333333334,12.462662452073971,4.794537184071822,4.794537184071822,6.923737199690624,-0.837962962962963,0.5087258571750183,19.093583929800843,0.0,0.0,6.4208216229260096,5.969305287951849,0.0,10.84019487200289,5.969305287951849,0.0,5.969305287951849,2.4285714285714284,9.901064578912528,0.0,0.0,3.126006652390634,70.09004635215048,2.5774208427157883,5.43,0.0,2.0,6.041840829147961,0.0,5.733667477162185,-0.22453703703703742,-0.5700000000000001,6.43,0.0
sample_12,0.0,36,2,1.4999999999999998,2.414213562373095,0.0077229764777765044,86.138,24.06,0.9571067811865474,0,0,-0.31420575344972834,6.444444444444445,3.2222222222222223,0,-0.8208,0,2,3.82842712474619,0.0,0,0,1,1.0,0,10.633577208012662,10.633577208012662,2,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,26.1790256236503,0,0,0.0,0.0,1.1388888888888888,0.0,0.0,26.1790256236503,0.0,1.1666666666666667,0.0,4.555555555555555,0.0,0.0,0.0,0.0,1.1388888888888888,0.4022372466625182,34.3994618804395,0.0,0.0,0.0,0.0,0.0,10.633577208012662,0.0,0.0,0.0,1.0,0.0,26.1790256236503,0.0,2.0,21.019550008653873,2.157216946676406,0.9536924762600438,0.0,0.6666666666666666,26.1790256236503,0.0,10.633577208012662,0.0,-0.08,4.088918918918919,0.0
sample_13,0.0,36,1,1.810660171779821,2.707106781186547,-0.004891140011689818,85.15,12.03,1.2071067811865472,0,0,-0.3167325809905548,3.2847222222222223,3.2847222222222223,0,0.7599,0,1,4.035533905932738,0.0,0,0,1,1.0,0,5.316788604006331,5.316788604006331,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19.26246486877803,19.26246486877803,1.25,0.0,0.0,13.08951281182515,4.215277777777778,1.6666666666666667,0.0,2.5,0.0,0.0,0.0,25.93115605767717,1.25,0.4576362279207808,34.3994618804395,32.351977680603184,6.4208216229260096,0.0,0.0,0.0,5.316788604006331,0.0,0.0,0.0,1.5,0.0,13.08951281182515,0.0,2.0,19.40990953421706,2.189674338993739,0.9767560019818928,0.0,0.8333333333333334,0.0,0.0,5.316788604006331,0.0,-0.04,4.127785234899329,0.0
sample_14,0.0,36,1,1.2054124852471193,1.984021513100594,0.11814624255681688,95.10099999999998,33.120000000000005,0.6627250798946215,0,0,-0.5078495316154672,8.592222222222222,8.592222222222222,1,0.7871999999999999,1,2,3.7038282677584187,0.0,0,0,1,0.0,0,4.9839785209472085,4.9839785209472085,2,0.0,0,0.0,3.6855555555555553,0.0,5.106527394840706,24.52642128014937,0.0,0.0,0,0,0.0,0.0,0.25925925925925974,0.0,0.25925925925925974,10.090505915787915,3.074074074074074,2.142857142857143,5.749511833283905,0.0,5.749511833283905,4.9839785209472085,0.0,12.13273413692322,0.25925925925925974,0.5163288713332986,47.19725257297226,24.52642128014937,0.0,0.0,0.0,0.0,5.106527394840706,0.0,0.0,0.0,1.8571428571428572,5.106527394840706,0.0,0.0,3.0214653097240864,138.00750422530467,1.598931214740438,0.8918249573003468,5.749511833283905,1.2857142857142858,12.393687143226153,0.0,0.0,3.0555555555555554,-1.05,4.118067226890756,24.52642128014937
sample_15,0.0,36,1,1.1879363792471451,1.9940876198419324,0.21015566558905838,95.101,33.120000000000005,0.6492798764773704,0,0,-0.49326844778508183,8.52111111111111,8.52111111111111,1,0.7871999999999999,1,2,3.7038282677584187,0.0,0,0,1,0.0,0,4.9839785209472085,4.9839785209472085,2,0.0,0,0.0,3.5347222222222223,0.0,5.106527394840706,24.395944776997908,0.0,0.0,0,0,0.0,0.0,0.07175925925925974,12.13273413692322,0.07175925925925974,10.090505915787915,1.537037037037037,2.5714285714285716,5.879988336435371,0.0,5.879988336435371,0.0,0.0,6.06636706846161,0.07175925925925974,0.5163288713332986,47.19725257297226,12.263210640074686,6.06636706846161,0.0,0.0,0.0,5.106527394840706,0.0,4.9839785209472085,0.0,2.2857142857142856,5.106527394840706,0.0,0.0,3.0214653097240864,138.00750422530467,1.598931214740438,0.8918249573003468,0.0,1.4285714285714286,12.263210640074686,0.0,0.0,5.002037037037037,-1.05,4.118067226890756,24.395944776997908
sample_16,0.0,52,2,1.6410304770399802,2.5625686671503685,0.30285579064841917,132.115,74.6,0.7812843335751841,0,0,-0.48123022797558823,16.066868858654573,9.78786186696901,0,0.32590000000000025,0,2,4.832244115487285,0.0,4,0,0,0.6,0,0.0,0.0,4,0.0,0,0.0,19.57572373393802,0.0,10.213054789681411,0.0,9.589074368143644,0.0,2,0,19.26246486877803,19.26246486877803,0.06319444444444455,0.0,-1.8958333333333326,22.15166536558511,0.08657407407407369,1.5555555555555556,0.0,0.0,19.26246486877803,9.589074368143644,9.589074368143644,6.4208216229260096,-0.9479166666666663,0.5774203601545895,65.1469510314125,0.0,0.0,0.0,11.938610575903699,0.0,10.213054789681411,11.938610575903699,0.0,11.938610575903699,1.3333333333333333,19.802129157825057,0.0,0.0,3.1028259423155773,104.12640240679957,3.884108521721475,6.9399999999999995,0.0,1.0,12.841643245852019,0.0,0.0,0.0,-1.06,7.939999999999999,0.0
sample_17,0.0,42,0,1.9156483609794073,2.6570193967232596,0.05935009782049656,101.149,12.47,1.2346906819466636,0,1,-0.37879317645966615,0.0,5.098194444444444,1,-0.05160000000000009,0,2,4.683889010710011,5.098194444444444,0,0,1,1.0,0,11.947581713527669,4.899909730850478,2,0.0,1,0.0,2.267361111111111,0.0,4.736862953800049,0.0,4.736862953800049,26.303276740850986,0,0,0.0,0.0,0.9131944444444444,0.0,0.0,38.25085845437866,0.0,2.142857142857143,0.0,4.020833333333334,0.0,0.0,0.0,7.04767198267719,0.9131944444444444,0.4238893295863885,47.19725257297226,0.0,0.0,13.213763929025836,0.0,0.0,9.636772684650527,0.0,0.0,0.0,1.8571428571428572,4.736862953800049,33.35094872352818,0.0,2.1229179499593664,50.041843979966416,2.28455463728191,1.4502520151005,0.0,1.2857142857142858,13.08951281182515,0.0,0.0,0.0,-0.08,5.0645086705202305,0.0
sample_18,0.0,30,2,0.5231597389607808,1.1051717155225391,0.40370813948805445,75.067,52.32,0.20118446353109132,0,1,-0.45303413111760893,0.0,9.368055555555555,0,-0.2884999999999999,0,2,2.893846850117352,3.888888888888889,0,0,0,0.5,1,10.470530430962235,0.0,3,0.0,0,5.733667477162185,9.368055555555555,4.430555555555555,0.0,0.0,4.736862953800049,0.0,1,0,0.0,0.0,0.7453703703703705,0.0,0.0,13.203037612215947,-0.7453703703703705,2.2,0.0,0.0,0.0,0.0,4.794537184071822,0.0,-0.7453703703703705,0.42986182098555975,9.65148445440323,7.109797541277533,0.0,7.109797541277533,6.093240070938415,0.0,10.470530430962235,6.093240070938415,4.794537184071822,6.093240070938415,2.2,9.53140013787187,7.109797541277533,0.0,2.847378923087672,42.91260938324327,1.575810397553516,3.2699999999999974,0.0,2.0,0.0,4.794537184071822,5.733667477162185,0.0,-0.73,4.269999999999999,0.0
sample_19,0.0,42,0,1.6497808449859903,2.421818562823843,0.2497373855241853,109.12799999999999,22.0,1.0072129960129592,0,0,-0.31860997291275567,0.0,10.581944444444444,1,0.38529999999999986,1,2,4.664862962722324,1.5277777777777777,0,0,1,0.16666666666666666,0,0.0,4.567099647791355,2,0.0,0,7.04767198267719,10.581944444444444,0.03472222222222254,0.0,29.190481961069725,7.04767198267719,0.0,0,0,0.0,0.0,0.03472222222222254,19.310882622751876,0.0,4.567099647791355,1.724537037037037,2.625,0.0,0.0,5.559266895052007,4.794537184071822,4.794537184071822,6.06636706846161,0.03472222222222254,0.4719138439954858,72.49526582754562,10.633466716252965,6.06636706846161,0.0,0.0,0.0,4.567099647791355,0.0,0.0,0.0,2.25,0.0,0.0,6.06636706846161,3.3466073908691203,225.97018649302458,1.8200415093161888,0.780105300371203,0.0,1.5,19.310882622751876,0.0,5.559266895052007,5.073148148148148,-1.05,5.09388489208633,34.749748856121734
sample_20,11.600939890232516,30,1,0.5273691641795653,1.5830680593124573,0.31793644218012207,94.49700000000001,37.3,0.34294770907715333,0,0,-0.4803542522396578,7.590277777777778,9.23611111111111,0,0.3098,0,1,2.4405331401595958,0.0,1,0,0,0.5,0,0.0,0.0,3,0.0,0,0.0,9.23611111111111,0.0,16.70746728507322,0.0,4.794537184071822,0.0,1,1,0.0,0.0,0.3055555555555556,0.0,-1.2854938271604937,16.955836127762893,0.0,2.2,0.0,0.0,5.880003444970339,4.794537184071822,4.794537184071822,0.0,-0.9799382716049381,0.47506028015545126,9.65148445440323,0.0,0.0,0.0,17.570245178184365,0.0,5.106527394840706,5.969305287951849,0.0,5.969305287951849,2.2,9.901064578912528,5.880003444970339,0.0,2.8473789230876716,42.91260938324327,2.0259574468085106,3.759999999999999,5.880003444970339,2.0,0.0,0.0,0.0,0.0,-0.24000000000000005,4.76,0.0
sample_21,0.0,36,2,0.7520482956210687,1.6927053408400363,0.4039758342451568,89.09400000000001,52.32,0.2865964657296188,0,1,-0.4500081277705684,0.0,9.599305555555556,0,0.10160000000000025,0,2,3.6009536313038994,4.180555555555555,1,0,0,0.6666666666666666,1,10.470530430962235,0.0,3,0.0,0,5.733667477162185,9.599305555555556,4.541805555555555,0.0,0.0,4.736862953800049,0.0,1,0,6.923737199690624,6.923737199690624,0.3564814814814814,6.923737199690624,0.0,12.700122035451333,-0.7106481481481481,2.5,0.0,2.055648148148148,0.0,0.0,4.794537184071822,6.923737199690624,-0.7106481481481481,0.4950193943469449,14.834466856136647,0.0,0.0,6.606881964512918,6.093240070938415,6.606881964512918,10.470530430962235,6.093240070938415,4.794537184071822,6.093240070938415,2.5,9.53140013787187,6.606881964512918,0.0,2.831257109931365,52.75488750216347,2.504192037470726,3.2699999999999982,0.0,2.0,0.0,4.794537184071822,5.733667477162185,0.0,-0.73,5.27,0.0
sample_22,0.0,62,0,2.7474023219919683,3.69664252411331,0.3342236541189761,155.197,29.54,1.7894027525923664,0,1,-0.4656243715937133,0.0,10.995231481481483,1,0.4213,0,3,6.962380789176953,4.604120370370371,1,0,1,0.625,1,9.636772684650527,4.899909730850478,3,0.0,1,0.0,13.098657407407408,0.7789351851851853,0.0,11.64912463690315,9.53140013787187,18.53868255890785,1,0,6.4208216229260096,6.4208216229260096,0.1976388888888887,0.0,-0.1976388888888887,38.1161973545822,2.895601851851852,3.0,0.0,1.7432218442932728,5.969305287951849,0.0,4.794537184071822,13.4684936056032,-0.1976388888888887,0.5139158149125916,328.9915143024319,7.109797541277533,6.076020106833881,7.109797541277533,5.969305287951849,6.544756405912575,9.636772684650527,5.969305287951849,4.794537184071822,0.0,2.4545454545454546,9.53140013787187,27.246982335779876,13.12369208951107,2.573324204324121,186.53107956171817,3.5289206965279107,2.048502439285113,0.0,1.7272727272727273,18.662617341894418,0.0,0.0,0.0,-0.8300000000000001,8.268328416912487,11.64912463690315
sample_23,0.0,42,2,1.5198521031882708,2.2685808005458763,0.1187636737862982,110.11199999999998,40.46,0.8297374894999839,1,0,-0.5078233297968214,17.30611111111111,8.653055555555556,0,1.0977999999999999,1,2,4.203828267758419,0.0,0,0,1,0.0,0,0.0,0.0,2,0.0,0,0.0,0.0,0.0,10.213054789681411,24.26546827384644,0.0,0.0,0,0,0.0,0.0,0.08796296296296324,6.06636706846161,0.1759259259259267,10.213054789681411,0.0,1.75,11.49902366656781,0.0,11.49902366656781,0.0,0.0,12.13273413692322,0.08796296296296324,0.5245841402909771,64.0524865010122,18.19910120538483,6.06636706846161,0.0,0.0,0.0,10.213054789681411,0.0,0.0,0.0,1.5,10.213054789681411,0.0,0.0,3.077660437970554,166.38833891467198,1.7381205361963379,0.9041418956093399,11.49902366656781,1.0,6.06636706846161,0.0,0.0,5.851296296296296,-1.1800000000000002,4.966627565982405,24.26546827384644
sample_24,0.0,30,0,1.024563864689584,1.8497311128276561,0.02672876829526118,79.10199999999998,12.89,0.5664874085517706,0,0,-0.264736970888988,0.0,3.7847222222222223,1,1.0816,1,1,3.333964941448087,0.0,0,0,1,0.0,0,4.9839785209472085,4.9839785209472085,1,0.0,0,0.0,3.7847222222222223,0.0,0.0,30.592788348610984,0.0,0.0,0,0,0.0,0.0,1.75,12.393687143226153,0.0,4.9839785209472085,3.5,1.6666666666666667,0.0,0.0,0.0,4.9839785209472085,0.0,12.13273413692322,1.75,0.4531479654842905,34.3994618804395,0.0,6.06636706846161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,18.19910120538483,3.000000000000001,75.86113958768547,1.5525827127910268,0.5490008483363183,0.0,0.8333333333333334,12.393687143226153,0.0,0.0,5.715277777777778,-0.8500000000000001,3.3441747572815532,30.592788348610984
sample_25,0.0,42,2,2.0592958607544705,2.8349338660281234,0.016423873231274904,100.165,24.06,1.2450997602686849,0,0,-0.31393140101462563,6.591435185185185,3.3194444444444446,0,-0.4323000000000001,0,2,4.698670612749268,0.0,0,0,1,1.0,0,17.557314407703284,10.633577208012662,2,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,19.634269217737724,0,0,12.965578028838586,6.923737199690624,0.6747685185185184,0.0,0.0,25.676110046885686,0.0,2.5714285714285716,0.0,5.56712962962963,0.0,0.0,0.0,6.923737199690624,0.6747685185185184,0.4313239569073891,47.19725257297226,0.0,0.0,0.0,0.0,6.041840829147961,10.633577208012662,0.0,0.0,0.0,2.2857142857142856,0.0,19.634269217737724,0.0,2.1229179499593664,48.041843979966416,2.28455463728191,1.4502520151005,0.0,1.4285714285714286,25.676110046885686,0.0,10.633577208012662,0.6747685185185184,-0.08,5.0645086705202305,0.0
sample_26,0.0,72,5,2.816708821999753,3.524373995153661,0.21826469096464507,180.156,110.38000000000001,1.910460047444956,0,1,-0.39065918020808504,44.97243055555555,9.24337962962963,0,-3.2197999999999998,0,6,6.290580637905626,4.555092592592593,1,0,1,1.0,0,4.736862953800049,0.0,6,0.0,1,0.0,0.0,0.0,20.426109579362823,0.0,4.736862953800049,0.0,0,0,24.099010315815505,0.0,0.3241203703703701,0.0,-2.168009259259259,62.84541121904486,-4.450023148148149,2.4166666666666665,0.0,-1.1594907407407407,6.606881964512918,0.0,5.106527394840706,0.0,-2.168009259259259,0.29017819335208067,431.76987062541605,0.0,0.0,13.213763929025836,0.0,0.0,30.269499928003576,0.0,0.0,30.70589228032842,1.9166666666666667,30.269499928003576,13.213763929025836,0.0,2.7058374892118104,162.11730005192322,3.249570651732814,1.4458176247293526,18.31189916324491,1.3333333333333333,0.0,0.0,0.0,0.0,-0.24000000000000002,9.845034013605442,0.0
sample_27,0.0,42,2,1.4887143348850371,2.274563864689584,0.15688318072542773,110.11199999999998,40.46,0.8817318442145531,1,0,-0.5042601246702529,17.33851851851852,8.66925925925926,0,1.0977999999999999,1,2,4.203828267758419,0.0,0,0,1,0.0,0,0.0,0.0,2,0.0,0,0.0,0.0,0.0,10.213054789681411,24.26546827384644,0.0,0.0,0,0,0.0,0.0,0.0763888888888884,12.13273413692322,-0.152777777777777,10.213054789681411,0.0,1.5,11.49902366656781,0.0,11.49902366656781,0.0,0.0,12.13273413692322,-0.07638888888888862,0.49072766890152064,72.49526582754562,12.13273413692322,12.13273413692322,0.0,0.0,0.0,10.213054789681411,0.0,0.0,0.0,1.25,10.213054789681411,0.0,0.0,3.134861511345448,162.63833891467198,1.7381205361963379,0.7293748574130688,0.0,0.875,0.0,0.0,0.0,6.147592592592593,-1.1800000000000002,4.966627565982405,24.26546827384644
